,year,artist.inverted,track,time,genre,date.entered,date.peaked,week,position
4743,2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,x15th.week,
4744,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x15th.week,
4745,2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,x15th.week,
4746,2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,x15th.week,
4747,2000,Tuesday,I Know,4:06,Rock,2000-12-30,2000-12-30,x15th.week,
4748,2000,LL Cool J,Imagine That,4:00,Rap,2000-08-12,2000-08-19,x15th.week,
4749,2000,Master P,Souljas,3:33,Rap,2000-11-18,2000-11-18,x15th.week,
4750,2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,2000-08-05,x15th.week,
4751,2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,x15th.week,
4752,2000,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,2000-09-02,x15th.week,
4753,2000,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,2000-07-01,x15th.week,
4754,2000,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,2000-10-28,x15th.week,
4755,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,x16th.week,1.0
4756,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,x16th.week,1.0
4757,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,x16th.week,1.0
4758,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,x16th.week,8.0
4759,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,x16th.week,8.0
4760,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,x16th.week,3.0
4761,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,x16th.week,2.0
4762,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,x16th.week,3.0
4763,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,x16th.week,8.0
4764,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x16th.week,35.0
4765,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,x16th.week,4.0
4766,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,x16th.week,11.0
4767,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x16th.week,8.0
4768,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,x16th.week,62.0
4769,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,x16th.week,2.0
4770,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,x16th.week,2.0
4771,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,x16th.week,28.0
4772,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,x16th.week,21.0
4773,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,x16th.week,2.0
4774,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,x16th.week,3.0
4775,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,x16th.week,15.0
4776,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,x16th.week,2.0
4777,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,x16th.week,67.0
4778,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,x16th.week,4.0
4779,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,x16th.week,28.0
4780,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,x16th.week,4.0
4781,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,x16th.week,17.0
4782,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,x16th.week,5.0
4783,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,x16th.week,15.0
4784,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x16th.week,5.0
4785,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,x16th.week,7.0
4786,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,x16th.week,68.0
4787,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,x16th.week,4.0
4788,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,x16th.week,7.0
4789,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,x16th.week,6.0
4790,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,x16th.week,12.0
4791,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,x16th.week,9.0
4792,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,x16th.week,9.0
4793,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,x16th.week,15.0
4794,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,x16th.week,9.0
4795,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x16th.week,7.0
4796,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,x16th.week,11.0
4797,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x16th.week,11.0
4798,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,x16th.week,42.0
4799,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,x16th.week,29.0
4800,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,x16th.week,14.0
4801,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,x16th.week,61.0
4802,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x16th.week,17.0
4803,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,x16th.week,7.0
4804,2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2000-01-08,x16th.week,
4805,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,x16th.week,10.0
4806,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,x16th.week,49.0
4807,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,x16th.week,31.0
4808,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,x16th.week,11.0
4809,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,x16th.week,21.0
4810,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,x16th.week,12.0
4811,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,x16th.week,17.0
4812,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,x16th.week,19.0
4813,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,x16th.week,17.0
4814,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,x16th.week,22.0
4815,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,x16th.week,73.0
4816,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,x16th.week,19.0
4817,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,x16th.week,15.0
4818,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x16th.week,81.0
4819,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,x16th.week,21.0
4820,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,x16th.week,14.0
4821,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,x16th.week,75.0
4822,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,x16th.week,20.0
4823,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,x16th.week,51.0
4824,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,x16th.week,85.0
4825,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,x16th.week,17.0
4826,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,x16th.week,29.0
4827,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,x16th.week,44.0
4828,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,x16th.week,20.0
4829,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,x16th.week,
4830,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,x16th.week,
4831,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,x16th.week,69.0
4832,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,x16th.week,25.0
4833,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,x16th.week,20.0
4834,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,x16th.week,28.0
4835,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,x16th.week,
4836,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,x16th.week,96.0
4837,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,x16th.week,27.0
4838,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,x16th.week,
4839,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,x16th.week,
4840,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x16th.week,31.0
4841,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,x16th.week,39.0
4842,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,x16th.week,70.0
4843,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,x16th.week,37.0
4844,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,x16th.week,31.0
4845,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,x16th.week,25.0
4846,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,x16th.week,62.0
4847,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,x16th.week,46.0
4848,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,x16th.week,
4849,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,x16th.week,49.0
4850,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x16th.week,31.0
4851,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,x16th.week,61.0
4852,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,x16th.week,62.0
4853,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,x16th.week,94.0
4854,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x16th.week,47.0
4855,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,x16th.week,79.0
4856,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,x16th.week,35.0
4857,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,x16th.week,57.0
4858,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x16th.week,32.0
4859,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,x16th.week,58.0
4860,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,x16th.week,33.0
4861,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,x16th.week,47.0
4862,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,x16th.week,40.0
4863,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,x16th.week,27.0
4864,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,x16th.week,63.0
4865,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x16th.week,
4866,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,x16th.week,
4867,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,x16th.week,48.0
4868,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,x16th.week,70.0
4869,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,x16th.week,
4870,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,x16th.week,38.0
4871,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x16th.week,80.0
4872,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x16th.week,
4873,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,x16th.week,40.0
4874,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,x16th.week,64.0
4875,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,x16th.week,43.0
4876,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,x16th.week,
4877,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,x16th.week,43.0
4878,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,x16th.week,39.0
4879,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,x16th.week,35.0
4880,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,x16th.week,41.0
4881,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,x16th.week,41.0
4882,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,x16th.week,72.0
4883,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,x16th.week,88.0
4884,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,x16th.week,89.0
4885,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,x16th.week,58.0
4886,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,x16th.week,53.0
4887,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,x16th.week,70.0
4888,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,x16th.week,88.0
4889,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,x16th.week,99.0
4890,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,x16th.week,63.0
4891,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,x16th.week,63.0
4892,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x16th.week,
4893,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,x16th.week,58.0
4894,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,x16th.week,
4895,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,x16th.week,90.0
4896,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,x16th.week,84.0
4897,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,x16th.week,64.0
4898,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,x16th.week,50.0
4899,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,x16th.week,
4900,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x16th.week,68.0
4901,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,x16th.week,38.0
4902,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,x16th.week,
4903,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,x16th.week,77.0
4904,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,x16th.week,58.0
4905,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,x16th.week,82.0
4906,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,x16th.week,93.0
4907,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,x16th.week,71.0
4908,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,x16th.week,64.0
4909,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,x16th.week,41.0
4910,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,x16th.week,81.0
4911,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,x16th.week,75.0
4912,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,x16th.week,98.0
4913,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,x16th.week,94.0
4914,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,x16th.week,80.0
4915,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,x16th.week,45.0
4916,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,x16th.week,93.0
4917,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,x16th.week,100.0
4918,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,x16th.week,84.0
4919,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,x16th.week,89.0
4920,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,x16th.week,84.0
4921,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,x16th.week,
4922,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,x16th.week,
4923,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x16th.week,
4924,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,x16th.week,81.0
4925,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x16th.week,76.0
4926,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,x16th.week,
4927,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,x16th.week,51.0
4928,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,x16th.week,65.0
4929,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,x16th.week,
4930,2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,x16th.week,
4931,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,x16th.week,94.0
4932,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x16th.week,50.0
4933,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,x16th.week,
4934,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,x16th.week,84.0
4935,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x16th.week,73.0
4936,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,x16th.week,100.0
4937,2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,x16th.week,
4938,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x16th.week,76.0
4939,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,x16th.week,95.0
4940,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,x16th.week,
4941,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x16th.week,93.0
4942,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,x16th.week,
4943,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,x16th.week,
4944,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x16th.week,
4945,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,x16th.week,
4946,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,x16th.week,
4947,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,x16th.week,
4948,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,x16th.week,76.0
4949,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,x16th.week,71.0
4950,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,x16th.week,93.0
4951,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,x16th.week,98.0
4952,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,x16th.week,94.0
4953,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,x16th.week,
4954,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,x16th.week,66.0
4955,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,x16th.week,63.0
4956,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,x16th.week,
4957,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,x16th.week,
4958,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,x16th.week,
4959,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,x16th.week,
4960,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,x16th.week,87.0
4961,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,x16th.week,
4962,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,x16th.week,96.0
4963,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,x16th.week,95.0
4964,2000,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,2000-02-19,x16th.week,
4965,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,x16th.week,
4966,2000,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,x16th.week,
4967,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,x16th.week,
4968,2000,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,2000-04-22,x16th.week,
4969,2000,SheDaisy,Deck The Halls,3:46,Country,1999-12-25,2000-01-01,x16th.week,
4970,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,x16th.week,
4971,2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,x16th.week,
4972,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,x16th.week,87.0
4973,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,x16th.week,
4974,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,x16th.week,99.0
4975,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,x16th.week,
4976,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,x16th.week,90.0
4977,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,x16th.week,
4978,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,x16th.week,
4979,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,x16th.week,96.0
4980,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,x16th.week,
4981,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,x16th.week,
4982,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,x16th.week,
4983,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,x16th.week,
4984,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,x16th.week,
4985,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,x16th.week,
4986,2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,x16th.week,
4987,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,x16th.week,
4988,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,x16th.week,
4989,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,x16th.week,71.0
4990,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,x16th.week,
4991,2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,x16th.week,
4992,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,x16th.week,
4993,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,x16th.week,93.0
4994,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,x16th.week,
4995,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,x16th.week,
4996,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,x16th.week,
4997,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,x16th.week,
4998,2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,x16th.week,
4999,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,x16th.week,85.0
5000,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,x16th.week,
5001,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,x16th.week,
5002,2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,x16th.week,
5003,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,x16th.week,
5004,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,x16th.week,
5005,2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,x16th.week,
